id_transaccion,id_cliente,fecha_compra,categoria_prod,precio_bruto,descuento_aplicado,metodo_pago,edad_cliente
137555,11835,2024-07-10,Moda,340.4,0.1,Efectivo,28.0
136522,11699,2024-07-10,Hogar,198.62,0.0,Transferencia,55.0
122905,14826,2024-07-11,Deportes,343.38,0.0,Tarjeta de Crédito,35.0
112564,12475,2024-07-11,Audio,248.33,0.0,Billetera Digital,28.0
146826,12791,2024-07-11,Hogar,882.74,0.0,Transferencia,35.0
137482,11919,2024-07-11,Moda,393.18,0.05,Efectivo,22.0
144616,13664,2024-07-11,Moda,364.12,0.0,Efectivo,42.0
101360,14675,2024-07-11,Moda,455.82,0.1,Tarjeta de Crédito,35.0
149210,14768,2024-07-11,Hogar,368.6,0.0,Billetera Digital,42.0
129055,13061,2024-07-11,Moda,108.23,0.0,Tarjeta de Crédito,42.0
102373,13259,2024-07-11,Electro,508.32,0.05,Efectivo,42.0
133396,12895,2024-07-11,Electro,1232.78,0.0,Tarjeta de Crédito,55.0
120898,14561,2024-07-11,Deportes,453.9,0.0,Tarjeta de Crédito,35.0
145636,14529,2024-07-11,Moda,430.84,0.05,Transferencia,65.0
139302,10283,2024-07-11,Audio,406.34,0.05,Efectivo,42.0
105333,11706,2024-07-11,Audio,367.77,0.05,Tarjeta de Crédito,22.0
110121,11894,2024-07-11,Moda,753.29,0.0,Billetera Digital,65.0
103729,14456,2024-07-11,Moda,541.78,0.05,Tarjeta de Crédito,22.0
117835,10138,2024-07-11,Moda,533.78,0.0,Tarjeta de Crédito,22.0
114576,11769,2024-07-11,Audio,156.66,0.1,Efectivo,35.0
105850,10825,2024-07-11,Hogar,381.69,0.2,Billetera Digital,28.0
121351,10071,2024-07-11,Deportes,516.56,0.1,Transferencia,35.0
106975,13549,2024-07-11,Audio,881.9,0.05,Efectivo,35.0
129643,13489,2024-07-11,Electro,645.48,0.05,Billetera Digital,55.0
138843,12150,2024-07-11,Audio,290.69,0.2,Transferencia,22.0
115877,14408,2024-07-11,Hogar,161.64,0.0,Efectivo,42.0
100093,12278,2024-07-11,Deportes,334.65,0.0,Tarjeta de Crédito,35.0
123385,13413,2024-07-11,Electro,116.05,0.0,Tarjeta de Crédito,35.0
119676,10920,2024-07-11,Deportes,317.3,0.05,Efectivo,42.0
141943,12198,2024-07-11,Electro,1972.48,0.1,Transferencia,35.0
137206,12222,2024-07-11,Moda,623.93,0.1,Efectivo,35.0
133048,12686,2024-07-11,Electro,1163.65,0.2,Transferencia,28.0
107505,10495,2024-07-11,Hogar,235.79,0.0,Billetera Digital,28.0
147180,12755,2024-07-11,Electro,434.9,0.05,Transferencia,35.0
115424,13520,2024-07-11,Moda,640.06,0.0,Billetera Digital,
107054,10237,2024-07-11,Audio,601.92,0.0,Efectivo,35.0
101079,12143,2024-07-11,Hogar,225.03,0.0,Transferencia,22.0
139567,13534,2024-07-11,Moda,444.87,0.05,Transferencia,35.0
123900,14370,2024-07-11,Electro,417.49,0.0,Billetera Digital,65.0
131986,11397,2024-07-11,Audio,864.2,0.0,Transferencia,42.0
138591,11789,2024-07-11,Deportes,226.48,0.2,Efectivo,28.0
118334,11181,2024-07-11,Deportes,417.59,0.0,Billetera Digital,55.0
102989,14857,2024-07-11,Hogar,394.03,0.0,Tarjeta de Crédito,55.0
122953,14633,2024-07-11,Electro,91.2,0.1,Transferencia,28.0
144069,14018,2024-07-11,Moda,662.73,0.0,Billetera Digital,65.0
131456,13858,2024-07-11,Audio,256.46,0.0,Efectivo,22.0
123353,11851,2024-07-11,Deportes,541.43,0.2,Efectivo,65.0
100535,11155,2024-07-11,Electro,413.19,0.0,Billetera Digital,28.0
134132,10218,2024-07-11,Electro,1128.95,0.0,Tarjeta de Crédito,35.0
146945,10899,2024-07-11,Deportes,934.56,0.05,Tarjeta de Crédito,35.0
148294,12369,2024-07-11,Deportes,329.8,0.0,Tarjeta de Crédito,35.0
116970,12671,2024-07-11,Hogar,372.29,0.05,Tarjeta de Crédito,65.0
100835,12048,2024-07-11,Audio,551.08,0.2,Billetera Digital,
137304,10810,2024-07-11,Hogar,421.97,0.0,Billetera Digital,22.0
149127,11260,2024-07-11,Hogar,434.49,0.0,Efectivo,35.0
107901,14680,2024-07-11,Moda,231.03,0.2,Transferencia,35.0
132678,11170,2024-07-11,Audio,477.21,0.2,Efectivo,
149663,12892,2024-07-11,Electro,87.7,0.2,Transferencia,42.0
121341,11743,2024-07-11,Audio,499.32,0.0,Efectivo,42.0
116599,10897,2024-07-11,Deportes,173.57,0.0,Transferencia,42.0
104292,14391,2024-07-11,Deportes,488.26,0.0,Efectivo,55.0
133620,14571,2024-07-11,Deportes,397.97,0.05,Tarjeta de Crédito,42.0
114373,11982,2024-07-11,Electro,157.9,0.1,Transferencia,28.0
124890,12151,2024-07-11,Audio,652.96,0.0,Tarjeta de Crédito,35.0
107856,11054,2024-07-11,Moda,423.51,0.1,Tarjeta de Crédito,22.0
149695,13653,2024-07-11,Electro,335.08,0.0,Tarjeta de Crédito,22.0
125487,11433,2024-07-11,Electro,274.98,0.1,Tarjeta de Crédito,42.0
115205,14111,2024-07-11,Electro,1119.29,0.05,Transferencia,42.0
127463,11836,2024-07-11,Hogar,409.41,0.05,Efectivo,65.0
127108,14238,2024-07-11,Deportes,321.16,0.05,Billetera Digital,65.0
114468,10069,2024-07-11,Audio,958.74,0.0,Transferencia,65.0
148491,13554,2024-07-11,Deportes,535.78,0.0,Efectivo,28.0
126787,13002,2024-07-11,Hogar,216.99,0.0,Billetera Digital,28.0
132336,10295,2024-07-11,Audio,618.98,0.0,Efectivo,35.0
117654,11624,2024-07-11,Audio,422.92,0.0,Efectivo,
109326,14099,2024-07-11,Deportes,793.65,0.0,Tarjeta de Crédito,28.0
140276,11548,2024-07-11,Audio,193.64,0.0,Billetera Digital,22.0
131015,12751,2024-07-12,Electro,303.65,0.0,Efectivo,55.0
102614,12504,2024-07-12,Hogar,680.5,0.0,Tarjeta de Crédito,65.0
127871,10257,2024-07-12,Deportes,650.73,0.0,Transferencia,65.0
143054,12896,2024-07-12,Deportes,190.32,0.2,Transferencia,22.0
145834,13150,2024-07-12,Moda,188.32,0.0,Transferencia,42.0
148040,14837,2024-07-12,Hogar,653.12,0.0,Transferencia,42.0
102335,13083,2024-07-12,Audio,287.26,0.0,Billetera Digital,22.0
124631,11778,2024-07-12,Electro,885.53,0.2,Efectivo,22.0
104541,11086,2024-07-12,Audio,399.62,0.0,Billetera Digital,
145934,13944,2024-07-12,Hogar,90.04,0.05,Transferencia,42.0
139763,13054,2024-07-12,Electro,241.08,0.0,Billetera Digital,35.0
125726,11997,2024-07-12,Audio,918.43,0.0,Efectivo,28.0
135857,12363,2024-07-12,Deportes,824.41,0.0,Transferencia,28.0
140632,10736,2024-07-12,Electro,176.72,0.0,Billetera Digital,65.0
115706,10178,2024-07-12,Audio,503.42,0.05,Efectivo,28.0
116593,11071,2024-07-12,Hogar,529.35,0.0,Transferencia,28.0
117132,12147,2024-07-12,Electro,203.08,0.0,Transferencia,35.0
129544,12074,2024-07-12,Hogar,378.55,0.0,Transferencia,55.0
117680,14876,2024-07-12,Moda,186.53,0.05,Efectivo,22.0
147210,10306,2024-07-12,Hogar,386.58,0.2,Efectivo,22.0
146133,10771,2024-07-12,Hogar,1026.73,0.2,Billetera Digital,35.0
123668,10941,2024-07-12,Deportes,585.15,0.0,Tarjeta de Crédito,28.0
104075,11085,2024-07-12,Moda,698.29,0.05,Efectivo,42.0
145240,13486,2024-07-12,Electro,919.22,0.0,Billetera Digital,28.0
116106,10006,2024-07-12,Audio,1513.44,0.1,Efectivo,28.0
141970,11513,2024-07-12,Electro,813.21,0.0,Efectivo,22.0
128709,12674,2024-07-12,Electro,256.49,0.0,Tarjeta de Crédito,22.0
140616,10658,2024-07-12,Deportes,764.38,0.0,Efectivo,55.0
105339,14817,2024-07-12,Moda,850.72,0.1,Billetera Digital,22.0
126894,10979,2024-07-12,Audio,888.42,0.0,Efectivo,65.0
144487,13867,2024-07-12,Deportes,268.09,0.0,Transferencia,28.0
132061,10814,2024-07-12,Audio,530.71,0.0,Transferencia,55.0
115136,12651,2024-07-12,Electro,1414.35,0.05,Tarjeta de Crédito,22.0
140285,12455,2024-07-12,Hogar,910.0,0.0,Efectivo,35.0
149306,14243,2024-07-12,Deportes,543.4,0.05,Efectivo,35.0
149134,13929,2024-07-12,Electro,525.86,0.0,Transferencia,42.0
122998,13211,2024-07-12,Electro,376.5,0.0,Billetera Digital,65.0
115177,10657,2024-07-12,Moda,500.59,0.0,Billetera Digital,35.0
141201,14014,2024-07-12,Deportes,744.92,0.0,Tarjeta de Crédito,65.0
147906,14191,2024-07-12,Hogar,184.33,0.0,Efectivo,28.0
140430,13540,2024-07-12,Electro,88.27,0.0,Tarjeta de Crédito,22.0
106092,14243,2024-07-12,Deportes,334.73,0.05,Tarjeta de Crédito,
149665,14465,2024-07-12,Moda,495.87,0.05,Transferencia,35.0
104820,13722,2024-07-12,Hogar,884.23,0.1,Efectivo,35.0
103129,10187,2024-07-12,Electro,393.24,0.0,Tarjeta de Crédito,55.0
146923,12436,2024-07-12,Deportes,194.31,0.0,Billetera Digital,42.0
115469,13934,2024-07-12,Moda,643.98,0.05,Billetera Digital,
108292,12763,2024-07-12,Moda,551.57,0.0,Transferencia,28.0
131857,14761,2024-07-12,Hogar,199.47,0.0,Tarjeta de Crédito,22.0
143131,14070,2024-07-12,Hogar,356.22,0.0,Tarjeta de Crédito,65.0
103387,13306,2024-07-12,Audio,95.15,0.0,Billetera Digital,55.0
103242,11772,2024-07-12,Deportes,258.92,0.1,Tarjeta de Crédito,35.0
135100,14011,2024-07-12,Electro,179.06,0.0,Billetera Digital,22.0
104857,11016,2024-07-12,Audio,396.69,0.05,Tarjeta de Crédito,35.0
128783,13322,2024-07-12,Audio,280.06,0.0,Tarjeta de Crédito,35.0
143584,13268,2024-07-12,Moda,673.09,0.1,Efectivo,35.0
137912,13790,2024-07-12,Audio,217.63,0.0,Tarjeta de Crédito,28.0
140019,12621,2024-07-12,Electro,236.52,0.0,Tarjeta de Crédito,28.0
120329,14899,2024-07-12,Hogar,613.43,0.05,Billetera Digital,35.0
140315,10557,2024-07-12,Electro,282.71,0.05,Billetera Digital,55.0
126878,11067,2024-07-12,Hogar,477.0,0.0,Billetera Digital,28.0
119498,12488,2024-07-12,Audio,744.42,0.05,Transferencia,28.0
103739,14520,2024-07-12,Electro,345.9,0.0,Billetera Digital,28.0
105072,12686,2024-07-12,Hogar,363.04,0.0,Efectivo,35.0
127235,12745,2024-07-12,Deportes,833.53,0.0,Efectivo,22.0
135063,12094,2024-07-12,Hogar,345.9,0.0,Tarjeta de Crédito,
119879,10044,2024-07-13,Deportes,246.39,0.05,Transferencia,35.0
118801,13213,2024-07-13,Audio,314.56,0.05,Transferencia,28.0
129732,14777,2024-07-13,Audio,444.45,0.05,Billetera Digital,
141381,12010,2024-07-13,Electro,320.19,0.2,Billetera Digital,22.0
129240,12580,2024-07-13,Hogar,159.1,0.0,Efectivo,28.0
122349,13195,2024-07-13,Electro,351.46,0.0,Efectivo,42.0
136225,11098,2024-07-13,Audio,735.08,0.0,Tarjeta de Crédito,28.0
103936,10086,2024-07-13,Hogar,196.8,0.2,Billetera Digital,28.0
129094,14124,2024-07-13,Hogar,803.4,0.2,Tarjeta de Crédito,65.0
109953,10793,2024-07-13,Audio,396.56,0.05,Efectivo,28.0
146192,14389,2024-07-13,Audio,356.34,0.0,Billetera Digital,35.0
141101,12313,2024-07-13,Moda,653.91,0.05,Tarjeta de Crédito,65.0
136163,14113,2024-07-13,Hogar,214.69,0.05,Transferencia,42.0
117338,12258,2024-07-13,Hogar,312.64,0.0,Efectivo,28.0
124412,13240,2024-07-13,Audio,312.14,0.2,Tarjeta de Crédito,65.0
113491,14722,2024-07-13,Audio,540.79,0.05,Transferencia,65.0
108025,10966,2024-07-13,Audio,174.33,0.0,Transferencia,22.0
114578,13379,2024-07-13,Audio,455.71,0.0,Tarjeta de Crédito,28.0
111621,11260,2024-07-13,Deportes,441.52,0.0,Tarjeta de Crédito,42.0
133185,14415,2024-07-13,Audio,224.04,0.05,Tarjeta de Crédito,28.0
137815,13967,2024-07-13,Audio,385.4,0.05,Billetera Digital,28.0
130488,12991,2024-07-13,Deportes,494.36,0.0,Efectivo,42.0
114382,10951,2024-07-13,Electro,203.94,0.0,Efectivo,28.0
133254,14386,2024-07-13,Hogar,138.02,0.0,Tarjeta de Crédito,28.0
143046,14541,2024-07-13,Deportes,535.21,0.1,Tarjeta de Crédito,28.0
116279,13772,2024-07-13,Audio,752.07,0.0,Efectivo,28.0
106826,11893,2024-07-13,Hogar,620.38,0.0,Efectivo,55.0
147932,12268,2024-07-13,Moda,764.34,0.05,Billetera Digital,35.0
116520,11086,2024-07-13,Electro,307.14,0.0,Tarjeta de Crédito,35.0
129117,11768,2024-07-13,Hogar,768.8,0.0,Billetera Digital,28.0
140548,14358,2024-07-13,Moda,665.39,0.0,Transferencia,
142088,11291,2024-07-13,Audio,314.52,0.0,Tarjeta de Crédito,42.0
145519,14988,2024-07-13,Hogar,223.05,0.0,Tarjeta de Crédito,28.0
108501,11890,2024-07-13,Moda,474.31,0.0,Efectivo,22.0
114491,12137,2024-07-13,Moda,915.43,0.0,Efectivo,35.0
109630,11892,2024-07-13,Hogar,423.04,0.0,Billetera Digital,22.0
114551,13331,2024-07-13,Electro,360.92,0.0,Tarjeta de Crédito,
104841,10840,2024-07-13,Moda,250.31,0.05,Tarjeta de Crédito,55.0
121552,12027,2024-07-13,Electro,294.82,0.0,Efectivo,42.0
110179,12320,2024-07-13,Moda,310.87,0.0,Billetera Digital,22.0
106090,14955,2024-07-13,Deportes,236.65,0.0,Tarjeta de Crédito,22.0
114561,13924,2024-07-13,Moda,223.9,0.0,Tarjeta de Crédito,28.0
124130,13632,2024-07-13,Moda,458.96,0.0,Efectivo,65.0
141289,10139,2024-07-13,Hogar,1254.31,0.1,Billetera Digital,28.0
144827,12952,2024-07-13,Moda,254.75,0.0,Transferencia,22.0
103296,13764,2024-07-13,Electro,631.63,0.0,Transferencia,28.0
116843,11449,2024-07-13,Audio,221.69,0.0,Transferencia,42.0
148164,12628,2024-07-13,Hogar,392.37,0.05,Billetera Digital,35.0
122431,12694,2024-07-13,Deportes,586.45,0.0,Efectivo,65.0
120197,14006,2024-07-13,Electro,562.6,0.0,Transferencia,65.0
101863,10042,2024-07-13,Moda,776.81,0.0,Tarjeta de Crédito,35.0
127061,12468,2024-07-13,Hogar,153.95,0.05,Tarjeta de Crédito,22.0
139379,14572,2024-07-13,Deportes,235.21,0.1,Transferencia,28.0
113081,12765,2024-07-13,Electro,311.02,0.0,Transferencia,
107942,12835,2024-07-13,Electro,118.68,0.1,Billetera Digital,35.0
137663,12426,2024-07-13,Hogar,1012.95,0.0,Billetera Digital,22.0
147796,14652,2024-07-13,Audio,262.33,0.0,Transferencia,35.0
106550,13937,2024-07-13,Deportes,223.63,0.0,Transferencia,42.0
138545,14752,2024-07-13,Electro,283.22,0.0,Transferencia,28.0
136167,10686,2024-07-13,Deportes,436.14,0.0,Transferencia,35.0
121987,10495,2024-07-13,Electro,189.64,0.0,Transferencia,22.0
124422,13931,2024-07-13,Audio,363.66,0.0,Tarjeta de Crédito,42.0
140492,12537,2024-07-13,Deportes,537.51,0.0,Billetera Digital,35.0
108244,13003,2024-07-13,Audio,413.95,0.05,Tarjeta de Crédito,65.0
104303,12202,2024-07-14,Hogar,1374.63,0.05,Efectivo,28.0
147999,10317,2024-07-14,Hogar,1031.3,0.0,Tarjeta de Crédito,35.0
111149,11291,2024-07-14,Deportes,1335.66,0.0,Tarjeta de Crédito,28.0
130550,13722,2024-07-14,Hogar,134.83,0.0,Transferencia,35.0
111217,10429,2024-07-14,Audio,760.13,0.1,Tarjeta de Crédito,35.0
116958,14905,2024-07-14,Electro,417.01,0.0,Transferencia,28.0
102548,11577,2024-07-14,Deportes,346.27,0.0,Efectivo,35.0
135836,11542,2024-07-14,Deportes,497.68,0.05,Efectivo,28.0
147795,14293,2024-07-14,Moda,134.18,0.2,Tarjeta de Crédito,35.0
138775,10624,2024-07-14,Hogar,144.82,0.0,Billetera Digital,28.0
109147,13019,2024-07-14,Electro,190.14,0.05,Tarjeta de Crédito,22.0
103258,14213,2024-07-14,Moda,616.96,0.0,Tarjeta de Crédito,28.0
112267,11126,2024-07-14,Moda,374.17,0.1,Transferencia,42.0
141419,14579,2024-07-14,Moda,852.12,0.0,Efectivo,42.0
118663,13534,2024-07-14,Hogar,511.92,0.0,Tarjeta de Crédito,28.0
147319,12711,2024-07-14,Deportes,557.61,0.05,Efectivo,35.0
129085,12834,2024-07-14,Hogar,229.9,0.0,Efectivo,28.0
144541,10623,2024-07-14,Moda,144.78,0.0,Billetera Digital,28.0
130604,13443,2024-07-14,Audio,130.13,0.0,Transferencia,42.0
123580,13311,2024-07-14,Hogar,512.77,0.05,Transferencia,35.0
113301,10839,2024-07-14,Hogar,469.4,0.05,Billetera Digital,22.0
135266,10456,2024-07-14,Audio,648.01,0.1,Transferencia,35.0
121700,12313,2024-07-14,Audio,121.94,0.1,Transferencia,28.0
107714,13845,2024-07-14,Audio,96.59,0.1,Efectivo,22.0
123403,13041,2024-07-14,Audio,223.04,0.0,Efectivo,22.0
117460,10715,2024-07-14,Electro,158.3,0.2,Tarjeta de Crédito,35.0
131525,14428,2024-07-14,Deportes,242.4,0.0,Billetera Digital,65.0
142892,11928,2024-07-14,Moda,1645.71,0.1,Efectivo,22.0
123824,11551,2024-07-14,Moda,298.81,0.2,Efectivo,35.0
106842,10595,2024-07-14,Deportes,521.63,0.0,Efectivo,22.0
126137,14161,2024-07-14,Deportes,353.61,0.05,Efectivo,22.0
125174,14892,2024-07-14,Moda,914.16,0.05,Transferencia,28.0
143690,14344,2024-07-14,Hogar,309.87,0.05,Transferencia,42.0
111531,12406,2024-07-14,Deportes,819.26,0.05,Billetera Digital,35.0
115121,12499,2024-07-14,Electro,315.66,0.0,Tarjeta de Crédito,28.0
108766,13175,2024-07-14,Hogar,287.92,0.2,Transferencia,22.0
136990,14902,2024-07-14,Electro,540.15,0.0,Tarjeta de Crédito,28.0
101381,14549,2024-07-15,Audio,847.76,0.05,Tarjeta de Crédito,22.0
102560,10475,2024-07-15,Hogar,2161.7,0.0,Transferencia,65.0
149942,10626,2024-07-15,Hogar,231.54,0.0,Transferencia,22.0
118355,14606,2024-07-15,Moda,255.7,0.05,Efectivo,55.0
122964,10512,2024-07-15,Deportes,406.71,0.0,Billetera Digital,65.0
111565,14908,2024-07-15,Audio,200.96,0.0,Efectivo,22.0
119082,10453,2024-07-15,Deportes,264.54,0.0,Billetera Digital,28.0
139002,13203,2024-07-15,Moda,338.61,0.2,Tarjeta de Crédito,35.0
149060,14358,2024-07-15,Electro,475.03,0.05,Efectivo,65.0
124464,13284,2024-07-15,Audio,792.59,0.2,Billetera Digital,22.0
127836,10195,2024-07-15,Deportes,1153.92,0.05,Tarjeta de Crédito,
140322,12205,2024-07-15,Hogar,359.93,0.05,Transferencia,
123948,13804,2024-07-15,Moda,317.95,0.0,Efectivo,28.0
149050,10792,2024-07-15,Moda,239.65,0.0,Tarjeta de Crédito,55.0
149738,11996,2024-07-15,Audio,174.17,0.0,Billetera Digital,42.0
125999,14607,2024-07-15,Electro,260.92,0.0,Transferencia,55.0
113187,12089,2024-07-15,Audio,387.33,0.05,Billetera Digital,22.0
130310,13196,2024-07-15,Deportes,253.83,0.0,Billetera Digital,35.0
137078,13042,2024-07-15,Audio,236.46,0.0,Tarjeta de Crédito,28.0
138307,11838,2024-07-15,Hogar,358.34,0.1,Billetera Digital,22.0
117854,11181,2024-07-15,Hogar,278.51,0.0,Tarjeta de Crédito,28.0
147412,13248,2024-07-15,Electro,679.43,0.0,Tarjeta de Crédito,
127855,13978,2024-07-15,Hogar,292.57,0.1,Transferencia,22.0
113266,10834,2024-07-15,Electro,425.31,0.0,Transferencia,65.0
105087,13814,2024-07-15,Deportes,373.02,0.1,Transferencia,42.0
103706,12949,2024-07-15,Deportes,299.6,0.0,Efectivo,42.0
108465,11861,2024-07-15,Hogar,481.73,0.0,Efectivo,22.0
132969,12703,2024-07-15,Deportes,784.23,0.0,Efectivo,28.0
101636,11989,2024-07-15,Electro,462.69,0.0,Efectivo,35.0
126037,12715,2024-07-15,Electro,533.58,0.0,Tarjeta de Crédito,22.0
137571,10485,2024-07-15,Audio,190.09,0.0,Tarjeta de Crédito,42.0
104664,10584,2024-07-15,Audio,368.28,0.0,Transferencia,65.0
129886,14295,2024-07-15,Deportes,429.94,0.0,Billetera Digital,35.0
115307,10349,2024-07-15,Audio,487.06,0.0,Transferencia,22.0
135632,14633,2024-07-15,Hogar,136.23,0.2,Efectivo,35.0
139223,11749,2024-07-15,Audio,294.14,0.05,Billetera Digital,65.0
136938,12606,2024-07-15,Deportes,400.88,0.1,Transferencia,55.0
148866,10867,2024-07-15,Moda,573.6,0.0,Billetera Digital,42.0
133314,13365,2024-07-15,Hogar,497.22,0.05,Efectivo,35.0
137119,11637,2024-07-15,Moda,327.07,0.0,Transferencia,22.0
133920,10605,2024-07-15,Moda,389.53,0.0,Transferencia,28.0
109555,10178,2024-07-15,Hogar,227.68,0.0,Tarjeta de Crédito,55.0
118908,10497,2024-07-15,Hogar,232.17,0.0,Efectivo,28.0
132845,11277,2024-07-15,Electro,481.74,0.0,Tarjeta de Crédito,42.0
135000,13220,2024-07-15,Electro,122.53,0.0,Efectivo,22.0
145865,11787,2024-07-15,Audio,536.9,0.0,Efectivo,28.0
146897,11144,2024-07-15,Hogar,131.62,0.0,Billetera Digital,22.0
137992,13362,2024-07-15,Electro,106.66,0.0,Tarjeta de Crédito,28.0
143735,14648,2024-07-15,Moda,1051.22,0.0,Billetera Digital,22.0
132492,13777,2024-07-15,Audio,376.28,0.05,Billetera Digital,35.0
139415,11733,2024-07-15,Moda,1147.84,0.0,Tarjeta de Crédito,28.0
122994,10454,2024-07-15,Electro,390.24,0.0,Billetera Digital,65.0
118164,14591,2024-07-15,Deportes,416.33,0.0,Billetera Digital,28.0
125650,12873,2024-07-15,Deportes,943.83,0.0,Transferencia,35.0
124935,14274,2024-07-15,Moda,687.56,0.0,Billetera Digital,22.0
109335,10380,2024-07-15,Audio,274.98,0.0,Billetera Digital,28.0
137017,11394,2024-07-15,Audio,375.45,0.05,Tarjeta de Crédito,42.0
113712,13016,2024-07-15,Deportes,69.4,0.05,Tarjeta de Crédito,28.0
136219,10205,2024-07-15,Audio,114.43,0.0,Efectivo,22.0
138017,14518,2024-07-15,Moda,145.22,0.0,Tarjeta de Crédito,35.0
126382,11573,2024-07-15,Moda,467.7,0.0,Transferencia,42.0
148470,13158,2024-07-15,Audio,332.48,0.0,Tarjeta de Crédito,28.0
137363,11712,2024-07-15,Audio,235.11,0.2,Billetera Digital,28.0
133739,11650,2024-07-15,Deportes,135.68,0.0,Billetera Digital,55.0
120967,11823,2024-07-15,Moda,946.15,0.2,Tarjeta de Crédito,65.0
137623,11472,2024-07-15,Moda,284.02,0.0,Efectivo,22.0
138140,14159,2024-07-15,Audio,597.23,0.0,Billetera Digital,28.0
102246,10780,2024-07-15,Moda,373.6,0.2,Tarjeta de Crédito,65.0
134736,14620,2024-07-15,Electro,322.94,0.05,Tarjeta de Crédito,55.0
127041,13276,2024-07-15,Electro,100.63,0.0,Efectivo,55.0
139307,10700,2024-07-15,Hogar,127.16,0.0,Billetera Digital,42.0
122873,11772,2024-07-15,Electro,345.57,0.2,Transferencia,42.0
120768,11242,2024-07-15,Electro,124.71,0.0,Tarjeta de Crédito,35.0
133810,11397,2024-07-15,Moda,103.26,0.05,Billetera Digital,65.0
124042,10124,2024-07-15,Audio,186.37,0.0,Billetera Digital,22.0
106730,10727,2024-07-16,Audio,108.28,0.2,Tarjeta de Crédito,28.0
136942,10350,2024-07-16,Hogar,783.37,0.0,Transferencia,28.0
122286,13365,2024-07-16,Hogar,351.32,0.0,Efectivo,28.0
109934,14181,2024-07-16,Hogar,537.92,0.05,Efectivo,42.0
145255,10935,2024-07-16,Deportes,313.03,0.0,Tarjeta de Crédito,55.0
112540,11875,2024-07-16,Moda,573.52,0.0,Tarjeta de Crédito,35.0
127179,12187,2024-07-16,Deportes,712.03,0.0,Transferencia,
103497,12871,2024-07-16,Audio,447.23,0.0,Efectivo,28.0
123662,12057,2024-07-16,Deportes,999.55,0.0,Tarjeta de Crédito,22.0
124895,14128,2024-07-16,Audio,782.85,0.0,Billetera Digital,35.0
142102,13475,2024-07-16,Hogar,469.27,0.05,Efectivo,55.0
145193,11000,2024-07-16,Electro,76.44,0.05,Billetera Digital,35.0
131484,13636,2024-07-16,Deportes,668.08,0.05,Transferencia,28.0
125634,13960,2024-07-16,Deportes,421.56,0.05,Billetera Digital,42.0
119688,10389,2024-07-16,Audio,234.49,0.0,Billetera Digital,65.0
118657,11039,2024-07-16,Hogar,628.97,0.0,Billetera Digital,35.0
112498,12031,2024-07-16,Electro,340.0,0.0,Billetera Digital,22.0
148378,10080,2024-07-16,Deportes,441.93,0.0,Tarjeta de Crédito,65.0
115134,14823,2024-07-16,Hogar,469.97,0.2,Transferencia,
110660,13849,2024-07-16,Deportes,410.23,0.05,Tarjeta de Crédito,42.0
113479,12297,2024-07-16,Deportes,573.98,0.0,Transferencia,22.0
127816,11948,2024-07-16,Electro,1181.72,0.0,Transferencia,
111805,11817,2024-07-16,Audio,225.13,0.05,Transferencia,42.0
129342,11663,2024-07-16,Deportes,589.73,0.0,Tarjeta de Crédito,28.0
137627,11143,2024-07-16,Electro,588.06,0.05,Tarjeta de Crédito,35.0
103318,14320,2024-07-16,Audio,689.42,0.0,Billetera Digital,35.0
127208,12230,2024-07-16,Electro,673.93,0.05,Transferencia,35.0
100159,13581,2024-07-16,Electro,749.86,0.05,Transferencia,35.0
110451,12759,2024-07-16,Moda,328.24,0.0,Tarjeta de Crédito,55.0
130124,11805,2024-07-16,Audio,616.37,0.0,Transferencia,
121538,12114,2024-07-16,Electro,260.19,0.05,Tarjeta de Crédito,55.0
149938,11349,2024-07-16,Audio,859.11,0.05,Transferencia,28.0
125977,14426,2024-07-16,Deportes,993.75,0.1,Efectivo,35.0
119237,10584,2024-07-16,Deportes,403.54,0.0,Transferencia,55.0
142692,14477,2024-07-16,Audio,101.77,0.0,Tarjeta de Crédito,28.0
145897,13328,2024-07-16,Hogar,370.04,0.1,Efectivo,42.0
113553,13281,2024-07-16,Audio,458.66,0.2,Transferencia,28.0
111207,13338,2024-07-16,Deportes,1285.71,0.0,Transferencia,42.0
110576,14354,2024-07-16,Moda,186.94,0.0,Tarjeta de Crédito,35.0
137670,12988,2024-07-16,Deportes,758.03,0.0,Efectivo,28.0
107761,11242,2024-07-16,Hogar,769.37,0.2,Transferencia,28.0
108960,14300,2024-07-16,Hogar,628.87,0.0,Transferencia,42.0
149441,11774,2024-07-16,Hogar,555.47,0.0,Billetera Digital,22.0
103379,12349,2024-07-16,Electro,86.14,0.1,Efectivo,55.0
111467,11160,2024-07-16,Moda,296.49,0.0,Efectivo,55.0
138565,10038,2024-07-16,Audio,851.42,0.05,Billetera Digital,42.0
143353,14920,2024-07-16,Audio,192.19,0.0,Transferencia,22.0
104734,14621,2024-07-16,Deportes,1024.22,0.05,Efectivo,35.0
118123,12133,2024-07-16,Electro,483.75,0.0,Transferencia,35.0
148220,12640,2024-07-16,Electro,508.38,0.0,Billetera Digital,42.0
143958,10615,2024-07-16,Audio,331.96,0.0,Transferencia,35.0
147427,12144,2024-07-16,Audio,623.84,0.0,Tarjeta de Crédito,42.0
138944,12083,2024-07-16,Audio,287.74,0.0,Transferencia,28.0
