id_transaccion,id_cliente,fecha_compra,categoria_prod,precio_bruto,descuento_aplicado,metodo_pago,edad_cliente,estado_cliente,precio_final
142042,12171,2024-08-24,Deportes,690.12,0.2,Transferencia,35,Activo,552.096
122898,11242,2024-08-24,Hogar,578.51,0.05,Efectivo,28,Activo,549.5844999999999
134629,11468,2024-08-24,Moda,79.49,0.0,Efectivo,42,Activo,79.49
118296,13139,2024-08-24,Electro,162.67,0.05,Transferencia,22,Churn,154.5365
123547,10346,2024-08-24,Hogar,1660.25,0.2,Transferencia,28,Churn,1328.2
140473,13397,2024-08-24,Hogar,851.01,0.0,Tarjeta de Crédito,22,Activo,851.01
139075,12111,2024-08-24,Audio,591.09,0.0,Tarjeta de Crédito,35,Activo,591.09
122311,12740,2024-08-24,Hogar,988.65,0.0,Efectivo,35,Activo,988.65
114184,12132,2024-08-24,Audio,299.84,0.0,Efectivo,42,Activo,299.84
142222,14136,2024-08-24,Audio,521.37,0.0,Billetera Digital,28,Activo,521.37
109464,12094,2024-08-24,Electro,342.19,0.0,Transferencia,42,Activo,342.19
104608,12230,2024-08-24,Electro,86.84,0.0,Transferencia,55,Activo,86.84
123947,10088,2024-08-24,Hogar,1064.56,0.0,Billetera Digital,42,Activo,1064.56
140448,10173,2024-08-24,Deportes,294.07,0.0,Efectivo,42,Activo,294.07
118445,13504,2024-08-24,Deportes,167.06,0.0,Transferencia,65,Activo,167.06
108653,12158,2024-08-24,Electro,256.85,0.0,Billetera Digital,35,Activo,256.85
139546,14114,2024-08-24,Hogar,925.22,0.05,Efectivo,55,Activo,878.959
132696,11357,2024-08-24,Audio,407.9,0.0,Tarjeta de Crédito,28,Activo,407.9
114181,11462,2024-08-24,Hogar,950.73,0.05,Efectivo,65,Activo,903.1935
108998,12096,2024-08-24,Deportes,185.27,0.2,Transferencia,22,Activo,148.216
131215,12588,2024-08-24,Moda,162.3,0.0,Tarjeta de Crédito,42,Activo,162.3
143700,14632,2024-08-24,Moda,367.91,0.05,Efectivo,28,Activo,349.5145
134137,11259,2024-08-24,Deportes,793.09,0.0,Efectivo,28,Activo,793.09
120682,14881,2024-08-24,Deportes,620.97,0.05,Tarjeta de Crédito,22,Activo,589.9215
105526,13159,2024-08-24,Deportes,559.61,0.0,Transferencia,28,Activo,559.61
137908,12344,2024-08-24,Electro,292.58,0.0,Tarjeta de Crédito,35,Activo,292.58
113724,13456,2024-08-24,Deportes,129.16,0.05,Billetera Digital,22,Activo,122.70199999999998
115355,10549,2024-08-24,Audio,296.41,0.0,Billetera Digital,35,Activo,296.41
134968,14285,2024-08-24,Hogar,350.82,0.05,Transferencia,35,Activo,333.279
136081,13144,2024-08-24,Electro,147.29,0.2,Billetera Digital,28,Activo,117.832
128092,12648,2024-08-24,Moda,331.53,0.0,Efectivo,65,Activo,331.53
133716,12768,2024-08-24,Deportes,698.39,0.0,Tarjeta de Crédito,28,Activo,698.39
102026,11766,2024-08-24,Electro,266.02,0.0,Transferencia,65,Activo,266.02
118954,14470,2024-08-24,Electro,187.37,0.05,Tarjeta de Crédito,28,Activo,178.0015
146599,11249,2024-08-24,Electro,744.06,0.0,Transferencia,35,Activo,744.06
137950,11195,2024-08-24,Electro,258.4,0.0,Efectivo,28,Activo,258.4
116448,14684,2024-08-24,Audio,493.69,0.05,Efectivo,22,Activo,469.0055
114547,13792,2024-08-24,Audio,123.92,0.0,Tarjeta de Crédito,42,Activo,123.92
102513,11537,2024-08-24,Hogar,392.4,0.1,Efectivo,35,Activo,353.15999999999997
141254,12330,2024-08-24,Audio,211.25,0.0,Billetera Digital,42,Activo,211.25
101039,10951,2024-08-24,Electro,826.77,0.0,Transferencia,28,Activo,826.77
145382,13135,2024-08-24,Audio,520.04,0.0,Tarjeta de Crédito,65,Activo,520.04
148228,10335,2024-08-24,Deportes,1412.84,0.2,Efectivo,35,Activo,1130.272
145334,14027,2024-08-24,Deportes,202.31,0.0,Transferencia,28,Activo,202.31
134650,13147,2024-08-24,Audio,135.66,0.0,Efectivo,35,Activo,135.66
100082,12062,2024-08-24,Audio,521.27,0.05,Tarjeta de Crédito,22,Activo,495.20649999999995
136070,14667,2024-08-24,Hogar,354.92,0.05,Efectivo,55,Activo,337.174
106247,11995,2024-08-24,Electro,272.24,0.0,Efectivo,35,Activo,272.24
120473,13204,2024-08-24,Audio,475.96,0.0,Billetera Digital,55,Activo,475.96
144195,14247,2024-08-24,Moda,246.94,0.1,Billetera Digital,28,Activo,222.246
147961,14011,2024-08-24,Hogar,834.99,0.2,Efectivo,35,Activo,667.9920000000001
120470,10683,2024-08-24,Electro,638.96,0.0,Efectivo,55,Activo,638.96
119579,11862,2024-08-25,Hogar,933.32,0.1,Transferencia,28,Activo,839.988
115126,10418,2024-08-25,Audio,1087.8,0.0,Efectivo,55,Activo,1087.8
132679,13618,2024-08-25,Audio,536.46,0.0,Tarjeta de Crédito,22,Activo,536.46
133275,13338,2024-08-25,Electro,499.16,0.1,Transferencia,65,Activo,449.244
118971,14664,2024-08-25,Moda,329.43,0.2,Transferencia,22,Activo,263.54400000000004
128442,11610,2024-08-25,Deportes,252.5,0.0,Transferencia,22,Churn,252.5
101516,12255,2024-08-25,Hogar,593.21,0.1,Billetera Digital,42,Activo,533.889
104113,11493,2024-08-25,Audio,207.81,0.05,Billetera Digital,42,Activo,197.4195
118959,10862,2024-08-25,Deportes,283.49,0.0,Transferencia,35,Activo,283.49
104029,14434,2024-08-25,Deportes,614.68,0.1,Efectivo,35,Activo,553.212
130543,11181,2024-08-25,Deportes,182.71,0.0,Transferencia,35,Activo,182.71
149851,10130,2024-08-25,Audio,441.34,0.0,Tarjeta de Crédito,35,Activo,441.34
136261,13838,2024-08-25,Audio,241.01,0.1,Tarjeta de Crédito,55,Activo,216.909
122556,11069,2024-08-25,Audio,571.16,0.0,Efectivo,28,Activo,571.16
108422,10792,2024-08-25,Electro,334.77,0.05,Tarjeta de Crédito,35,Activo,318.0315
104353,14261,2024-08-25,Hogar,629.59,0.0,Transferencia,35,Activo,629.59
101279,14346,2024-08-25,Electro,732.79,0.0,Tarjeta de Crédito,22,Activo,732.79
125014,13421,2024-08-25,Electro,489.62,0.0,Efectivo,28,Activo,489.62
125042,14778,2024-08-25,Hogar,699.28,0.0,Billetera Digital,28,Activo,699.28
120862,13704,2024-08-25,Electro,189.16,0.1,Transferencia,22,Activo,170.244
100152,13743,2024-08-25,Deportes,864.05,0.0,Efectivo,65,Activo,864.05
143600,12484,2024-08-25,Moda,486.77,0.05,Transferencia,65,Activo,462.43149999999997
104314,13805,2024-08-25,Moda,352.49,0.0,Efectivo,42,Activo,352.49
116422,14192,2024-08-25,Hogar,973.07,0.0,Billetera Digital,35,Activo,973.07
139952,12965,2024-08-25,Moda,263.14,0.0,Tarjeta de Crédito,35,Activo,263.14
112107,13828,2024-08-25,Audio,341.94,0.0,Billetera Digital,42,Activo,341.94
129720,12359,2024-08-25,Hogar,358.25,0.0,Tarjeta de Crédito,65,Activo,358.25
135607,11758,2024-08-25,Moda,1151.26,0.05,Tarjeta de Crédito,42,Activo,1093.697
138023,11689,2024-08-25,Audio,227.88,0.0,Tarjeta de Crédito,28,Activo,227.88
135589,13865,2024-08-25,Electro,70.53,0.2,Efectivo,35,Activo,56.42400000000001
144168,10762,2024-08-25,Audio,400.32,0.0,Tarjeta de Crédito,28,Churn,400.32
116844,10427,2024-08-25,Audio,476.77,0.0,Efectivo,65,Churn,476.77
110668,14617,2024-08-25,Deportes,241.93,0.0,Billetera Digital,42,Activo,241.93
130137,12457,2024-08-25,Hogar,441.38,0.0,Billetera Digital,42,Activo,441.38
141997,14525,2024-08-25,Electro,758.92,0.0,Transferencia,35,Activo,758.92
103139,14545,2024-08-25,Electro,424.36,0.0,Billetera Digital,35,Activo,424.36
147489,12128,2024-08-25,Electro,305.92,0.0,Transferencia,28,Activo,305.92
144841,11558,2024-08-25,Electro,139.39,0.0,Tarjeta de Crédito,35,Activo,139.39
147856,13093,2024-08-25,Audio,561.52,0.0,Transferencia,55,Activo,561.52
123702,12822,2024-08-25,Audio,497.15,0.0,Tarjeta de Crédito,35,Activo,497.15
141415,11213,2024-08-25,Electro,307.99,0.0,Transferencia,42,Activo,307.99
134914,14780,2024-08-25,Moda,352.57,0.05,Billetera Digital,42,Activo,334.94149999999996
104866,12095,2024-08-25,Hogar,586.03,0.2,Efectivo,42,Churn,468.824
138007,10281,2024-08-25,Moda,688.73,0.2,Tarjeta de Crédito,35,Activo,550.984
134601,14925,2024-08-25,Deportes,589.97,0.0,Transferencia,22,Churn,589.97
127246,14116,2024-08-25,Electro,551.5,0.05,Tarjeta de Crédito,42,Activo,523.925
112239,12673,2024-08-25,Audio,581.4,0.0,Efectivo,22,Activo,581.4
127133,10203,2024-08-25,Electro,630.85,0.0,Billetera Digital,35,Activo,630.85
139583,10066,2024-08-25,Moda,881.92,0.1,Efectivo,28,Activo,793.728
112706,10879,2024-08-25,Deportes,490.99,0.05,Tarjeta de Crédito,22,Activo,466.4405
142348,13339,2024-08-25,Moda,304.28,0.05,Transferencia,35,Activo,289.066
110572,10406,2024-08-25,Moda,623.68,0.05,Billetera Digital,28,Activo,592.496
135011,12945,2024-08-25,Electro,167.78,0.0,Tarjeta de Crédito,55,Activo,167.78
102282,11759,2024-08-25,Electro,486.37,0.0,Transferencia,42,Activo,486.37
148499,13823,2024-08-25,Electro,795.54,0.05,Billetera Digital,55,Activo,755.7629999999999
106238,10919,2024-08-25,Moda,601.07,0.2,Transferencia,28,Activo,480.85600000000005
130971,11991,2024-08-25,Electro,499.47,0.05,Efectivo,42,Activo,474.4965
142076,10541,2024-08-25,Hogar,665.78,0.0,Tarjeta de Crédito,22,Activo,665.78
116803,12483,2024-08-25,Hogar,231.44,0.0,Tarjeta de Crédito,65,Churn,231.44
116813,10479,2024-08-25,Hogar,358.68,0.05,Tarjeta de Crédito,28,Activo,340.746
134156,11823,2024-08-25,Hogar,807.02,0.0,Billetera Digital,35,Activo,807.02
114072,13977,2024-08-26,Hogar,852.79,0.05,Efectivo,35,Activo,810.1505
110681,13227,2024-08-26,Deportes,748.7,0.05,Transferencia,35,Activo,711.265
140920,12585,2024-08-26,Electro,530.73,0.05,Efectivo,35,Activo,504.1935
149994,14164,2024-08-26,Moda,89.86,0.0,Efectivo,22,Activo,89.86
114100,14768,2024-08-26,Audio,386.27,0.0,Transferencia,65,Activo,386.27
115353,12909,2024-08-26,Hogar,728.85,0.0,Transferencia,42,Activo,728.85
138371,12801,2024-08-26,Deportes,409.81,0.2,Efectivo,35,Activo,327.848
122963,10732,2024-08-26,Deportes,223.6,0.0,Efectivo,28,Activo,223.6
132927,11903,2024-08-26,Moda,427.27,0.0,Transferencia,22,Activo,427.27
128046,13489,2024-08-26,Deportes,342.87,0.05,Billetera Digital,55,Churn,325.7265
140181,14891,2024-08-26,Hogar,470.65,0.1,Efectivo,35,Activo,423.585
146378,10127,2024-08-26,Moda,324.41,0.0,Efectivo,65,Activo,324.41
143239,10636,2024-08-26,Audio,199.96,0.05,Efectivo,35,Activo,189.962
102474,11171,2024-08-26,Deportes,171.63,0.1,Tarjeta de Crédito,28,Activo,154.467
131627,11088,2024-08-26,Hogar,347.16,0.05,Transferencia,35,Activo,329.802
148299,12297,2024-08-26,Audio,332.61,0.0,Billetera Digital,22,Activo,332.61
140256,13515,2024-08-26,Moda,418.71,0.05,Transferencia,22,Activo,397.7745
138116,14241,2024-08-26,Moda,191.85,0.2,Efectivo,22,Activo,153.48
137259,11701,2024-08-26,Moda,996.09,0.0,Efectivo,28,Activo,996.09
135650,13230,2024-08-26,Deportes,307.8,0.0,Billetera Digital,55,Activo,307.8
133100,10677,2024-08-26,Electro,538.26,0.0,Efectivo,35,Activo,538.26
125182,12290,2024-08-26,Deportes,257.27,0.0,Efectivo,28,Activo,257.27
140507,10669,2024-08-26,Moda,339.1,0.0,Transferencia,22,Activo,339.1
130891,12771,2024-08-26,Moda,508.83,0.05,Efectivo,35,Activo,483.38849999999996
115122,13440,2024-08-26,Deportes,264.09,0.0,Efectivo,35,Activo,264.09
115064,14735,2024-08-26,Electro,744.76,0.05,Billetera Digital,65,Activo,707.5219999999999
148579,11722,2024-08-26,Audio,133.95,0.0,Tarjeta de Crédito,35,Activo,133.95
130943,13782,2024-08-26,Electro,567.67,0.0,Transferencia,28,Activo,567.67
127057,13229,2024-08-26,Hogar,437.82,0.0,Transferencia,35,Activo,437.82
135711,10107,2024-08-26,Electro,266.57,0.05,Efectivo,22,Activo,253.24149999999997
101253,13042,2024-08-26,Moda,532.8,0.0,Billetera Digital,35,Activo,532.8
108614,10939,2024-08-26,Deportes,443.69,0.0,Transferencia,35,Activo,443.69
131280,11547,2024-08-26,Electro,1040.53,0.05,Efectivo,65,Activo,988.5034999999999
111162,13076,2024-08-26,Audio,477.52,0.0,Billetera Digital,42,Activo,477.52
148427,14284,2024-08-26,Audio,215.03,0.0,Tarjeta de Crédito,42,Churn,215.03
126805,14716,2024-08-26,Moda,364.86,0.05,Efectivo,42,Activo,346.617
147470,11731,2024-08-26,Audio,816.04,0.0,Tarjeta de Crédito,65,Churn,816.04
141937,13343,2024-08-26,Moda,303.48,0.0,Transferencia,35,Activo,303.48
118246,11578,2024-08-26,Hogar,233.5,0.0,Efectivo,35,Activo,233.5
147491,14504,2024-08-26,Deportes,259.69,0.1,Billetera Digital,35,Activo,233.721
146885,11217,2024-08-26,Audio,377.47,0.05,Tarjeta de Crédito,22,Activo,358.5965
109341,12389,2024-08-26,Hogar,732.17,0.0,Transferencia,35,Activo,732.17
111699,14764,2024-08-26,Hogar,316.77,0.0,Transferencia,28,Activo,316.77
122609,12998,2024-08-26,Audio,192.46,0.05,Billetera Digital,35,Churn,182.837
139645,13496,2024-08-26,Moda,683.82,0.1,Transferencia,22,Activo,615.4380000000001
109367,10207,2024-08-26,Audio,354.63,0.0,Efectivo,28,Activo,354.63
138556,10058,2024-08-26,Moda,266.1,0.05,Transferencia,22,Activo,252.79500000000002
114419,12978,2024-08-26,Audio,581.28,0.0,Transferencia,55,Activo,581.28
135043,14095,2024-08-26,Deportes,236.87,0.0,Billetera Digital,28,Activo,236.87
123410,10261,2024-08-26,Electro,358.03,0.05,Tarjeta de Crédito,28,Activo,340.1285
128944,11764,2024-08-26,Moda,208.33,0.0,Transferencia,22,Activo,208.33
118492,13356,2024-08-26,Moda,69.36,0.0,Efectivo,35,Activo,69.36
124546,12803,2024-08-26,Deportes,240.61,0.0,Billetera Digital,35,Activo,240.61
128984,13198,2024-08-26,Hogar,331.49,0.05,Efectivo,22,Activo,314.9155
136122,11250,2024-08-26,Audio,759.36,0.0,Transferencia,65,Activo,759.36
136209,10995,2024-08-26,Moda,290.56,0.0,Efectivo,28,Activo,290.56
130009,10904,2024-08-26,Deportes,125.6,0.05,Tarjeta de Crédito,22,Activo,119.32
106100,14633,2024-08-26,Deportes,83.24,0.0,Transferencia,65,Activo,83.24
145961,13215,2024-08-26,Hogar,665.42,0.2,Efectivo,35,Activo,532.336
136614,10196,2024-08-26,Electro,455.33,0.1,Tarjeta de Crédito,65,Activo,409.79699999999997
145420,14346,2024-08-26,Moda,1047.75,0.0,Tarjeta de Crédito,35,Activo,1047.75
136574,10482,2024-08-26,Moda,216.36,0.0,Billetera Digital,22,Activo,216.36
123953,10695,2024-08-26,Moda,173.71,0.0,Billetera Digital,28,Activo,173.71
123236,14677,2024-08-26,Moda,774.06,0.1,Tarjeta de Crédito,28,Activo,696.654
123190,13188,2024-08-26,Moda,292.66,0.1,Tarjeta de Crédito,35,Activo,263.394
105549,11521,2024-08-26,Audio,149.46,0.05,Efectivo,65,Activo,141.987
144442,11249,2024-08-26,Deportes,371.78,0.05,Transferencia,28,Activo,353.191
129531,10704,2024-08-26,Deportes,198.93,0.05,Billetera Digital,65,Activo,188.9835
128456,11152,2024-08-27,Audio,652.04,0.0,Billetera Digital,65,Activo,652.04
109659,12314,2024-08-27,Deportes,108.18,0.0,Billetera Digital,35,Activo,108.18
112223,14297,2024-08-27,Moda,1101.86,0.0,Transferencia,42,Activo,1101.86
134305,11246,2024-08-27,Audio,640.87,0.2,Efectivo,28,Churn,512.696
113961,10914,2024-08-27,Deportes,380.08,0.2,Transferencia,35,Activo,304.064
124866,11646,2024-08-27,Hogar,253.09,0.1,Billetera Digital,65,Activo,227.781
147007,14783,2024-08-27,Deportes,219.52,0.0,Billetera Digital,35,Activo,219.52
115602,14892,2024-08-27,Audio,111.69,0.0,Transferencia,35,Activo,111.69
128520,13572,2024-08-27,Hogar,625.54,0.05,Billetera Digital,28,Activo,594.2629999999999
117595,12154,2024-08-27,Electro,140.63,0.0,Billetera Digital,22,Activo,140.63
149412,11540,2024-08-27,Audio,335.94,0.2,Billetera Digital,28,Activo,268.752
140240,13368,2024-08-27,Electro,957.87,0.05,Billetera Digital,35,Activo,909.9765
108062,13685,2024-08-27,Hogar,156.26,0.2,Tarjeta de Crédito,22,Activo,125.008
141271,10478,2024-08-27,Deportes,644.87,0.05,Billetera Digital,28,Activo,612.6265
111356,13815,2024-08-27,Moda,434.37,0.0,Billetera Digital,28,Activo,434.37
123338,10102,2024-08-27,Moda,234.63,0.1,Efectivo,65,Activo,211.167
143686,11779,2024-08-27,Moda,110.81,0.0,Transferencia,28,Activo,110.81
139676,13205,2024-08-27,Electro,383.69,0.0,Tarjeta de Crédito,42,Activo,383.69
143101,11849,2024-08-27,Audio,122.35,0.0,Billetera Digital,28,Activo,122.35
119271,13166,2024-08-27,Hogar,113.5,0.0,Billetera Digital,35,Activo,113.5
110793,11620,2024-08-27,Deportes,800.49,0.0,Tarjeta de Crédito,35,Activo,800.49
133260,10077,2024-08-27,Hogar,318.82,0.2,Efectivo,22,Activo,255.056
115115,12540,2024-08-27,Hogar,432.18,0.0,Transferencia,28,Activo,432.18
125090,10552,2024-08-27,Audio,792.89,0.0,Transferencia,35,Activo,792.89
101581,11709,2024-08-27,Audio,998.3,0.0,Billetera Digital,65,Activo,998.3
127637,11781,2024-08-27,Moda,331.34,0.0,Transferencia,35,Activo,331.34
116007,12652,2024-08-27,Hogar,315.79,0.2,Efectivo,55,Activo,252.63200000000003
135328,12712,2024-08-27,Deportes,343.89,0.0,Transferencia,65,Activo,343.89
106212,13380,2024-08-27,Audio,269.23,0.2,Billetera Digital,35,Churn,215.38400000000001
121448,13311,2024-08-27,Audio,407.64,0.0,Efectivo,55,Activo,407.64
130887,14735,2024-08-27,Audio,213.35,0.0,Tarjeta de Crédito,35,Activo,213.35
125223,12315,2024-08-27,Deportes,138.08,0.05,Tarjeta de Crédito,55,Activo,131.17600000000002
115222,10608,2024-08-27,Deportes,513.54,0.05,Transferencia,28,Activo,487.86299999999994
114765,10452,2024-08-27,Electro,162.81,0.0,Transferencia,22,Activo,162.81
147195,11294,2024-08-27,Hogar,511.95,0.0,Efectivo,35,Activo,511.95
130700,11203,2024-08-27,Electro,151.03,0.0,Transferencia,65,Activo,151.03
102153,12442,2024-08-27,Electro,218.1,0.1,Transferencia,35,Churn,196.29
102859,14006,2024-08-27,Deportes,210.58,0.1,Transferencia,28,Activo,189.52200000000002
100977,14146,2024-08-27,Electro,154.06,0.05,Transferencia,35,Activo,146.357
126544,10875,2024-08-27,Hogar,443.52,0.05,Tarjeta de Crédito,35,Activo,421.34399999999994
116661,13685,2024-08-27,Deportes,880.62,0.05,Efectivo,28,Activo,836.5889999999999
139201,13816,2024-08-27,Deportes,291.91,0.0,Tarjeta de Crédito,28,Activo,291.91
140559,12697,2024-08-27,Electro,312.5,0.05,Tarjeta de Crédito,28,Activo,296.875
107160,12073,2024-08-27,Deportes,490.35,0.1,Billetera Digital,35,Activo,441.31500000000005
117536,13863,2024-08-27,Moda,397.1,0.0,Efectivo,28,Activo,397.1
138014,12892,2024-08-27,Hogar,767.11,0.05,Tarjeta de Crédito,55,Activo,728.7545
137978,13339,2024-08-27,Audio,333.66,0.0,Transferencia,22,Activo,333.66
106207,13518,2024-08-27,Moda,376.78,0.0,Efectivo,42,Activo,376.78
143568,11988,2024-08-27,Electro,538.03,0.0,Billetera Digital,28,Churn,538.03
110545,10318,2024-08-27,Hogar,185.89,0.0,Tarjeta de Crédito,35,Activo,185.89
140584,11459,2024-08-27,Electro,489.1,0.0,Transferencia,65,Activo,489.1
134709,12622,2024-08-27,Electro,449.83,0.2,Tarjeta de Crédito,65,Activo,359.86400000000003
130596,10840,2024-08-27,Hogar,257.79,0.0,Billetera Digital,65,Activo,257.79
102795,11325,2024-08-27,Hogar,222.7,0.1,Tarjeta de Crédito,22,Churn,200.43
146554,13486,2024-08-27,Electro,227.5,0.1,Efectivo,65,Activo,204.75
122348,10987,2024-08-27,Moda,675.09,0.05,Tarjeta de Crédito,28,Activo,641.3355
119442,13290,2024-08-27,Deportes,379.46,0.0,Efectivo,28,Activo,379.46
145461,10665,2024-08-27,Audio,174.82,0.05,Billetera Digital,28,Activo,166.07899999999998
131723,13123,2024-08-27,Moda,420.51,0.2,Efectivo,65,Activo,336.408
112195,13491,2024-08-27,Moda,508.77,0.0,Billetera Digital,22,Activo,508.77
107193,14868,2024-08-27,Moda,658.11,0.0,Transferencia,35,Activo,658.11
139907,13349,2024-08-27,Audio,282.56,0.0,Billetera Digital,55,Activo,282.56
147532,12766,2024-08-27,Hogar,139.87,0.1,Transferencia,42,Activo,125.88300000000001
128903,10327,2024-08-27,Audio,398.16,0.05,Tarjeta de Crédito,42,Activo,378.252
141679,10633,2024-08-27,Hogar,854.98,0.0,Tarjeta de Crédito,35,Activo,854.98
131102,11632,2024-08-27,Deportes,196.09,0.0,Efectivo,35,Activo,196.09
107812,14803,2024-08-27,Audio,618.75,0.0,Efectivo,28,Activo,618.75
133249,11751,2024-08-27,Deportes,533.12,0.0,Tarjeta de Crédito,28,Activo,533.12
133615,10566,2024-08-27,Moda,224.84,0.0,Billetera Digital,35,Activo,224.84
132423,11778,2024-08-27,Moda,270.85,0.1,Efectivo,35,Activo,243.76500000000001
128824,12660,2024-08-27,Electro,261.23,0.0,Billetera Digital,65,Activo,261.23
143255,13372,2024-08-27,Moda,124.55,0.0,Transferencia,55,Activo,124.55
101110,11279,2024-08-27,Deportes,572.36,0.0,Billetera Digital,28,Activo,572.36
134374,13914,2024-08-27,Electro,183.15,0.2,Billetera Digital,35,Churn,146.52
115128,14960,2024-08-27,Deportes,160.74,0.0,Tarjeta de Crédito,35,Activo,160.74
146313,10351,2024-08-27,Audio,124.52,0.2,Efectivo,55,Activo,99.616
149019,13601,2024-08-27,Audio,83.77,0.0,Tarjeta de Crédito,28,Churn,83.77
134730,12287,2024-08-27,Electro,731.59,0.0,Efectivo,55,Activo,731.59
139548,13647,2024-08-27,Electro,542.52,0.0,Tarjeta de Crédito,65,Activo,542.52
117055,11460,2024-08-27,Hogar,229.16,0.05,Tarjeta de Crédito,28,Activo,217.702
107194,13967,2024-08-27,Hogar,261.0,0.0,Efectivo,65,Activo,261.0
108640,10337,2024-08-27,Moda,208.93,0.2,Transferencia,35,Activo,167.144
122931,11409,2024-08-27,Electro,158.67,0.05,Transferencia,35,Activo,150.73649999999998
100184,10197,2024-08-27,Electro,598.21,0.05,Tarjeta de Crédito,65,Activo,568.2995
129909,11019,2024-08-27,Electro,445.99,0.0,Transferencia,42,Activo,445.99
147065,11324,2024-08-27,Audio,172.65,0.0,Billetera Digital,28,Activo,172.65
133821,12114,2024-08-27,Deportes,182.74,0.2,Billetera Digital,42,Activo,146.192
112314,12040,2024-08-28,Deportes,640.0,0.0,Efectivo,28,Activo,640.0
145111,12220,2024-08-28,Audio,307.09,0.0,Tarjeta de Crédito,65,Activo,307.09
124136,12581,2024-08-28,Moda,320.54,0.0,Efectivo,22,Activo,320.54
123587,14378,2024-08-28,Deportes,347.55,0.0,Efectivo,28,Activo,347.55
100876,13391,2024-08-28,Hogar,472.86,0.0,Billetera Digital,22,Activo,472.86
126060,12584,2024-08-28,Electro,154.45,0.0,Tarjeta de Crédito,65,Activo,154.45
148183,13508,2024-08-28,Moda,1166.91,0.0,Tarjeta de Crédito,55,Activo,1166.91
124334,10277,2024-08-28,Hogar,733.02,0.05,Efectivo,35,Activo,696.3689999999999
124587,13345,2024-08-28,Moda,806.57,0.05,Transferencia,35,Activo,766.2415
108330,11490,2024-08-28,Audio,440.89,0.0,Transferencia,65,Activo,440.89
108394,14428,2024-08-28,Deportes,425.88,0.1,Tarjeta de Crédito,22,Activo,383.29200000000003
110340,12924,2024-08-28,Electro,545.02,0.05,Tarjeta de Crédito,65,Activo,517.769
102505,14624,2024-08-28,Deportes,771.79,0.0,Billetera Digital,35,Activo,771.79
112617,13584,2024-08-28,Moda,470.42,0.2,Transferencia,35,Activo,376.336
117228,11887,2024-08-28,Deportes,486.4,0.0,Transferencia,42,Activo,486.4
110673,13538,2024-08-28,Hogar,302.52,0.0,Transferencia,22,Activo,302.52
148190,10115,2024-08-28,Electro,467.19,0.0,Transferencia,28,Activo,467.19
145599,10699,2024-08-28,Deportes,466.52,0.1,Tarjeta de Crédito,55,Activo,419.868
104291,13221,2024-08-28,Hogar,289.36,0.2,Transferencia,35,Activo,231.48800000000003
103759,12849,2024-08-28,Electro,418.3,0.05,Billetera Digital,65,Activo,397.385
115673,12096,2024-08-28,Moda,133.97,0.0,Transferencia,28,Activo,133.97
109963,11116,2024-08-28,Audio,311.71,0.0,Transferencia,35,Activo,311.71
128829,13677,2024-08-28,Hogar,167.35,0.0,Efectivo,42,Activo,167.35
147363,11796,2024-08-28,Audio,399.0,0.0,Efectivo,35,Activo,399.0
149477,12929,2024-08-28,Electro,375.44,0.0,Billetera Digital,55,Activo,375.44
110733,10798,2024-08-28,Electro,674.14,0.0,Transferencia,42,Activo,674.14
148069,12959,2024-08-28,Electro,739.23,0.0,Tarjeta de Crédito,22,Activo,739.23
137333,13026,2024-08-28,Electro,463.29,0.05,Tarjeta de Crédito,28,Activo,440.1255
133569,13232,2024-08-28,Hogar,397.02,0.2,Efectivo,55,Activo,317.616
102312,11304,2024-08-28,Hogar,556.53,0.0,Transferencia,35,Activo,556.53
137327,12492,2024-08-28,Deportes,559.05,0.2,Billetera Digital,35,Churn,447.24
149801,12898,2024-08-28,Audio,337.03,0.05,Billetera Digital,22,Activo,320.1785
141445,10647,2024-08-28,Hogar,833.93,0.05,Tarjeta de Crédito,42,Activo,792.2334999999999
107166,12032,2024-08-28,Moda,466.37,0.0,Transferencia,28,Activo,466.37
106317,14377,2024-08-28,Electro,348.91,0.05,Transferencia,35,Activo,331.4645
142554,13033,2024-08-28,Hogar,93.29,0.0,Transferencia,42,Activo,93.29
108624,13414,2024-08-28,Electro,144.95,0.1,Tarjeta de Crédito,22,Activo,130.45499999999998
143513,10801,2024-08-28,Electro,344.21,0.0,Efectivo,42,Activo,344.21
125667,12853,2024-08-28,Audio,442.05,0.0,Transferencia,42,Activo,442.05
117432,11310,2024-08-28,Moda,262.5,0.0,Billetera Digital,35,Activo,262.5
119576,13906,2024-08-28,Moda,261.15,0.0,Tarjeta de Crédito,22,Activo,261.15
125871,11082,2024-08-28,Deportes,759.72,0.0,Transferencia,28,Activo,759.72
117173,12326,2024-08-28,Moda,258.52,0.0,Transferencia,42,Activo,258.52
105015,12537,2024-08-28,Audio,202.55,0.0,Efectivo,42,Activo,202.55
104957,10387,2024-08-28,Audio,255.64,0.1,Billetera Digital,55,Activo,230.076
123929,14677,2024-08-28,Electro,279.61,0.05,Billetera Digital,55,Activo,265.6295
134306,10765,2024-08-28,Hogar,800.65,0.0,Tarjeta de Crédito,35,Activo,800.65
134722,14220,2024-08-28,Hogar,153.6,0.1,Transferencia,35,Activo,138.24
120506,11621,2024-08-28,Electro,635.95,0.0,Transferencia,35,Activo,635.95
